PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
dahtW,8/p1p2k2/8/3R3R/8/1K5p/1P3q2/8 b - - 5 49,h3h2 d5f5 f2f5 h5f5 f7g6 f5f1,1487,76,96,10064,crushing defensiveMove endgame exposedKing fork long master queenRookEndgame,https://lichess.org/Se9VW09G/black#98,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/Se9VW09G""]
[Date ""2022.04.16""]
[Round ""?""]
[White ""Escaflownej""]
[Black ""Leon_Blanco""]
[Result ""1-0""]
[GameId ""Se9VW09G""]
[UTCDate ""2022.04.16""]
[UTCTime ""02:05:17""]
[WhiteElo ""2430""]
[BlackElo ""2307""]
[WhiteRatingDiff ""+4""]
[BlackRatingDiff ""-4""]
[BlackTitle ""NM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A80""]
[Opening ""Dutch Defense""]
[Termination ""Normal""]

1. d4 f5 2. Nf3 g6 3. Bg5 Bg7 4. h4 h6 5. Bc1 Nf6 6. c3 O-O 7. Nbd2 d6 8. Qc2
Qe8 9. e4 e5 10. dxe5 dxe5 11. Bc4+ Kh8 12. a4 Nc6 13. a5 Nxe4 14. Nxe4 fxe4
15. Qxe4 Bf5 16. Qe2 e4 17. Ng5 Ne5 18. Be3 Bg4 19. Qf1 hxg5 20. hxg5+ Bh5 21.
Be2 Nd3+ 22. Bxd3 exd3 23. Qxd3 Rd8 24. Qc4 Qd7 25. g4 Rfe8 26. gxh5 Rxe3+ 27.
fxe3 Qd2+ 28. Kf1 Rf8+ 29. Qf4 Rxf4+ 30. exf4 Qxf4+ 31. Ke2 Qg4+ 32. Kd2 Qxg5+
33. Kc2 Qf5+ 34. Kb3 Qb5+ 35. Kc2 Qf5+ 36. Kb3 gxh5 37. a6 b6 38. Rad1 Be5 39.
Rd8+ Kg7 40. Rd5 Qe6 41. c4 h4 42. Re1 b5 43. Rexe5 bxc4+ 44. Kxc4 Qxa6+ 45.
Kc3 Qf6 46. Kc2 h3 47. Rg5+ Kf7 48. Rh5 Qf2+ 49. Kb3 h2 1-0",98,0,False,3.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Aua82,8/4pk2/R7/p7/1p6/1P1P2P1/r6P/6K1 w - - 0 36,h2h4 a5a4 b3a4 b4b3 a6b6 b3b2,1912,76,93,8923,advancedPawn crushing endgame long rookEndgame,https://lichess.org/aDTbN9sF#71,,"[Event ""2021 Spring Marathon""]
[Site ""https://lichess.org/aDTbN9sF""]
[Date ""2021.04.10""]
[Round ""?""]
[White ""IamIssa""]
[Black ""Heitorf_brand""]
[Result ""0-1""]
[GameId ""aDTbN9sF""]
[UTCDate ""2021.04.10""]
[UTCTime ""10:43:01""]
[WhiteElo ""2112""]
[BlackElo ""1886""]
[WhiteRatingDiff ""-9""]
[BlackRatingDiff ""+10""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""B34""]
[Opening ""Sicilian Defense: Accelerated Dragon, Modern Variation""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 d6 7. g3 Nf6 8. Bg2
O-O 9. O-O Be6 10. Nxe6 fxe6 11. Bh3 e5 12. Qd2 a6 13. Bh6 Rc8 14. Bxg7 Kxg7
15. f4 Rc7 16. f5 Nd4 17. fxg6 hxg6 18. Rac1 d5 19. exd5 Nxd5 20. Nxd5 Qxd5 21.
Qg2 Qxg2+ 22. Bxg2 Ne2+ 23. Kh1 Nxc1 24. Rxc1 Rf2 25. Be4 b5 26. b3 Rd7 27. Bd3
e4 28. Kg1 Rd2 29. Bxe4 Re2 30. Bd3 Rd2 31. Re1 b4 32. Re6 a5 33. Rxg6+ Kf7 34.
Ra6 R7xd3 35. cxd3 Rxa2 36. h4 0-1",71,0,False,3.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
9xCAs,5k2/3rbpq1/p1n3pp/1pPNP3/3p1P2/P2Q2P1/1B5P/3R2K1 w - - 1 32,b2d4 d7d5 d3f3 d5d4 d1d4 e7c5 f3c6 c5d4,2254,115,76,35,advantage attraction capturingDefender hangingPiece middlegame pin veryLong,https://lichess.org/ZaAFmdi1#63,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/ZaAFmdi1""]
[Date ""2025.01.15""]
[Round ""?""]
[White ""GaneshINR""]
[Black ""gskolnic""]
[Result ""1-0""]
[GameId ""ZaAFmdi1""]
[UTCDate ""2025.01.15""]
[UTCTime ""21:55:03""]
[WhiteElo ""1566""]
[BlackElo ""1603""]
[WhiteRatingDiff ""+10""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""B10""]
[Opening ""Caro-Kann Defense: Two Knights Attack""]
[Termination ""Normal""]

1. e4 c6 2. Nf3 d5 3. Nc3 d4 4. Ne2 c5 5. a3 Nc6 6. c3 e5 7. Qa4 Bd7 8. Qc2 Nf6
9. Ng3 h6 10. d3 Bg4 11. Be2 a6 12. b4 b5 13. cxd4 exd4 14. bxc5 Bxf3 15. Bxf3
Nd7 16. e5 Ndxe5 17. Bxc6+ Nxc6 18. Bb2 Be7 19. O-O O-O 20. Rfe1 Re8 21. Re4
Bf6 22. Rae1 Rxe4 23. dxe4 Be5 24. Nf5 Qf6 25. Qd3 Rd8 26. Rd1 Rd7 27. Ne3 g6
28. Nd5 Qg7 29. g3 Kf8 30. f4 Bf6 31. e5 Be7 32. Bxd4 1-0",63,0,False,4.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
3xlJH,r4rk1/2bbqppp/p1p1pn2/Pp6/1P2P1N1/2QP3P/1B1N1PP1/R4RK1 b - - 4 18,f6g4 c3g7,803,81,69,127,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/D9dl0Cac/black#36,Polish_Opening Polish_Opening_Other_variations,"[Event ""rated blitz game""]
[Site ""https://lichess.org/D9dl0Cac""]
[Date ""2022.04.16""]
[Round ""?""]
[White ""Kinesias""]
[Black ""Omni102""]
[Result ""1-0""]
[GameId ""D9dl0Cac""]
[UTCDate ""2022.04.16""]
[UTCTime ""09:10:01""]
[WhiteElo ""1797""]
[BlackElo ""1784""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A00""]
[Opening ""Polish Opening""]
[Termination ""Normal""]

1. b4 d5 2. Bb2 c6 3. e3 Nf6 4. c4 dxc4 5. Bxc4 Nbd7 6. Qb3 e6 7. Nf3 Nb6 8.
O-O Nxc4 9. Qxc4 Bd6 10. d3 O-O 11. e4 Bc7 12. a4 a6 13. Nbd2 Bd7 14. Qc3 b5
15. a5 Bd6 16. h3 Bc7 17. Nh2 Qe7 18. Ng4 Nxg4 1-0",36,0,False,1.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
xdE1i,r4r1k/8/2p5/p2pP1Q1/P2P4/6P1/1P3n1P/R5K1 w - - 3 35,a1f1 f2h3 g1g2 h3g5,1145,151,69,11,crushing endgame fork short,https://lichess.org/CsdTxh1J#69,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/CsdTxh1J""]
[Date ""2025.07.24""]
[Round ""?""]
[White ""greendregga""]
[Black ""Alic2121""]
[Result ""0-1""]
[GameId ""CsdTxh1J""]
[UTCDate ""2025.07.24""]
[UTCTime ""15:08:03""]
[WhiteElo ""1845""]
[BlackElo ""1849""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A41""]
[Opening ""Queen's Pawn Game""]
[Termination ""Normal""]

1. d4 d6 2. g3 Nf6 3. Bg2 g6 4. Nf3 Bg7 5. Nbd2 O-O 6. O-O Nc6 7. Re1 e5 8. c3
exd4 9. Nxd4 Nxd4 10. cxd4 c6 11. Nc4 Bg4 12. Qb3 d5 13. Ne5 Bc8 14. Nd3 a5 15.
a4 Ng4 16. e3 Qf6 17. Rf1 h5 18. Ne1 h4 19. Nd3 hxg3 20. fxg3 Qg5 21. Ne1 Re8
22. Nf3 Qh6 23. e4 Qh7 24. e5 Bf5 25. Qxb7 Be4 26. Nh4 Bxg2 27. Qxf7+ Kh8 28.
Nxg6+ Qxg6 29. Qxg6 Bxf1 30. Kxf1 Rf8+ 31. Kg1 Nf2 32. Bh6 Bxh6 33. Qxh6+ Kg8
34. Qg5+ Kh8 35. Rf1 0-1",69,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Zc5s7,1k1r1b1r/1ppbq1pp/p1np1p2/3B4/3BP3/1QP5/PP1N1PPP/R4RK1 b - - 1 14,c6d4 b3b7,706,90,87,666,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/XCLC09Wt/black#28,Italian_Game Italian_Game_Other_variations,"[Event ""rated rapid game""]
[Site ""https://lichess.org/XCLC09Wt""]
[Date ""2015.06.24""]
[Round ""?""]
[White ""Genyk""]
[Black ""ASzilagyi""]
[Result ""0-1""]
[GameId ""XCLC09Wt""]
[UTCDate ""2015.06.24""]
[UTCTime ""15:44:57""]
[WhiteElo ""1681""]
[BlackElo ""1744""]
[WhiteRatingDiff ""-9""]
[BlackRatingDiff ""+10""]
[Variant ""Standard""]
[TimeControl ""480+3""]
[ECO ""C50""]
[Opening ""Italian Game: Paris Defense""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d4 exd4 5. Nxd4 Nge7 6. Bg5 f6 7. Be3 Bd7 8.
O-O Nxd4 9. Bxd4 Nc6 10. c3 Qe7 11. Nd2 O-O-O 12. Bd5 Kb8 13. Qa4 a6 14. Qb3
Nxd4 0-1",28,0,False,1.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
xXEUs,4r3/p3rk1p/2p1qpp1/5b2/2Pp1P2/1P3BRP/P2Q2P1/6KR b - - 4 25,c6c5 f3d5 e6d5 c4d5,1015,90,92,437,crushing middlegame pin short,https://lichess.org/39B8uG3n/black#50,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/39B8uG3n""]
[Date ""2021.10.16""]
[Round ""?""]
[White ""Darkowitsch""]
[Black ""Tedjam""]
[Result ""1-0""]
[GameId ""39B8uG3n""]
[UTCDate ""2021.10.16""]
[UTCTime ""15:47:45""]
[WhiteElo ""2078""]
[BlackElo ""2106""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-6""]
[Variant ""Standard""]
[TimeControl ""900+10""]
[ECO ""A35""]
[Opening ""English Opening: Symmetrical Variation, Four Knights Variation""]
[Termination ""Normal""]

1. c4 Nf6 2. Nc3 c5 3. Nf3 Nc6 4. d4 cxd4 5. Nxd4 e5 6. Nxc6 bxc6 7. e4 Bb4 8.
Bg5 Qa5 9. Rc1 Nxe4 10. Bd2 Bxc3 11. Bxc3 Qc5 12. Qe2 Nxc3 13. Rxc3 O-O 14. Rg3
d5 15. Qxe5 f6 16. Qc3 d4 17. Qd2 Re8+ 18. Be2 Qe5 19. Kf1 Bf5 20. Bh5 Re7 21.
f4 Qe6 22. b3 g6 23. h3 Rae8 24. Kg1 Kf7 25. Bf3 c5 1-0",50,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
3mua6,1r1k4/5R1p/4P1p1/8/1ppp1P2/6P1/3K2P1/8 b - - 0 39,b4b3 f7f8 d8e7 f8b8,1831,76,95,7235,crushing endgame rookEndgame short skewer,https://lichess.org/CbAPdhLI/black#78,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/CbAPdhLI""]
[Date ""2022.02.03""]
[Round ""?""]
[White ""Rrez""]
[Black ""Chancentot""]
[Result ""0-1""]
[GameId ""CbAPdhLI""]
[UTCDate ""2022.02.03""]
[UTCTime ""18:26:37""]
[WhiteElo ""1994""]
[BlackElo ""1953""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""300+8""]
[ECO ""C54""]
[Opening ""Italian Game: Classical Variation, Greco Gambit, Greco Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Nc3 Nxe4 8.
O-O Nxc3 9. bxc3 Be7 10. Re1 O-O 11. Qc2 d5 12. Bd3 g6 13. Bh6 Re8 14. Ne5 Bf8
15. Qd2 Bxh6 16. Qxh6 Nxe5 17. Rxe5 Rxe5 18. dxe5 Qe7 19. f4 Qc5+ 20. Kh1 Qxc3
21. Rd1 c5 22. Qg5 Be6 23. Bb1 Re8 24. Qg3 Qxg3 25. hxg3 a6 26. Kg1 b5 27. Kf2
d4 28. Be4 Bxa2 29. Ra1 Be6 30. Rxa6 Rb8 31. Ra5 c4 32. Ke2 Kf8 33. Kd2 Ke8 34.
Bc6+ Bd7 35. Bxd7+ Kxd7 36. Ra7+ Ke8 37. Rc7 Kd8 38. Rxf7 b4 39. e6 b3 0-1",78,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
ADQgM,r4rk1/p1q2ppp/Pp1p4/4p1Bn/1PB1Pnb1/2P2N2/2QN1KPP/R2R4 w - - 0 17,b4b5 c7c5 f2f1 g4f3 d2f3 c5c4,2084,78,90,812,advantage deflection long middlegame,https://lichess.org/3K6Eu8jf#33,Benoni_Defense Benoni_Defense_Benoni_Gambit_Accepted,"[Event ""rated rapid game""]
[Site ""https://lichess.org/3K6Eu8jf""]
[Date ""2021.10.15""]
[Round ""?""]
[White ""Nathaniel1""]
[Black ""Sahin477""]
[Result ""0-1""]
[GameId ""3K6Eu8jf""]
[UTCDate ""2021.10.15""]
[UTCTime ""22:28:37""]
[WhiteElo ""1707""]
[BlackElo ""1700""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A43""]
[Opening ""Benoni Defense: Benoni Gambit Accepted""]
[Termination ""Normal""]

1. d4 c5 2. dxc5 e5 3. e4 Bxc5 4. Nf3 Nc6 5. Bc4 d6 6. O-O Nf6 7. Bg5 O-O 8. c3
Ne7 9. b4 Ng6 10. Qc2 Bb6 11. Nbd2 Nf4 12. a4 Qc7 13. a5 Bxf2+ 14. Kxf2 N6h5
15. Rfd1 Bg4 16. a6 b6 17. b5 0-1",33,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
aZFDj,7k/pp2b1pn/2p4p/2PpN3/1P6/P5PB/7P/5K2 b - - 0 34,e7f6 e5g6 h8g8 h3e6,1568,74,97,7501,endgame mate mateIn2 short,https://lichess.org/Btrs9ZWw/black#68,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/Btrs9ZWw""]
[Date ""2023.04.13""]
[Round ""?""]
[White ""SuryaWahyudi""]
[Black ""llHappy_Feetll""]
[Result ""1-0""]
[GameId ""Btrs9ZWw""]
[UTCDate ""2023.04.13""]
[UTCTime ""10:21:37""]
[WhiteElo ""2492""]
[BlackElo ""2519""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-7""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B12""]
[Opening ""Caro-Kann Defense: Advance Variation""]
[Termination ""Normal""]

1. e4 c6 2. d4 d5 3. e5 Bf5 4. c4 e6 5. Nc3 Nd7 6. Nf3 Bb4 7. a3 Ba5 8. b4 Bc7
9. c5 Ne7 10. Be3 f6 11. Nh4 fxe5 12. Nxf5 Nxf5 13. Bd3 e4 14. Be2 e5 15. Bg4
O-O 16. O-O exd4 17. Bxd4 Nxd4 18. Qxd4 Be5 19. Qd2 Nf6 20. Bh3 Nh5 21. g3 Qf6
22. Rac1 Rf7 23. Bg2 Raf8 24. Ne2 Qe7 25. Qe3 Nf6 26. Bh3 Kh8 27. Rcd1 h6 28.
Nd4 Nh7 29. f4 exf3 30. Nxf3 Bf6 31. Qxe7 Bxe7 32. Ne5 Rxf1+ 33. Rxf1 Rxf1+ 34.
Kxf1 Bf6 1-0",68,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
b0jSU,1kr2bnr/pp3b1p/3p1p2/B1nNpqp1/1PP5/4PB2/P4PPP/2RQK2R b K - 0 18,c5d7 f3g4 f5g4 d1g4,1742,80,82,762,advantage middlegame short,https://lichess.org/IQLR5BZj/black#36,Queens_Pawn_Game Queens_Pawn_Game_Anglo-Slav_Opening,"[Event ""rated rapid game""]
[Site ""https://lichess.org/IQLR5BZj""]
[Date ""2020.08.18""]
[Round ""?""]
[White ""neolivz""]
[Black ""Rondi268""]
[Result ""1-0""]
[GameId ""IQLR5BZj""]
[UTCDate ""2020.08.18""]
[UTCTime ""04:22:53""]
[WhiteElo ""1926""]
[BlackElo ""1788""]
[WhiteRatingDiff ""+24""]
[BlackRatingDiff ""-3""]
[Variant ""Standard""]
[TimeControl ""600+5""]
[ECO ""A40""]
[Opening ""Queen's Pawn Game: Anglo-Slav Opening""]
[Termination ""Normal""]

1. d4 d6 2. c4 c6 3. Nc3 Qc7 4. Nf3 f6 5. e3 Bg4 6. Be2 Nd7 7. Nh4 Be6 8. Bd3
O-O-O 9. Bd2 Bf7 10. Rc1 e5 11. d5 Kb8 12. dxc6 Qxc6 13. Be4 Qc8 14. Nd5 Nc5
15. Bf3 g5 16. Nf5 Qxf5 17. Ba5 Rc8 18. b4 Nd7 1-0",36,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
5bbJJ,r1bq2kr/1pp2Rp1/pb1p2Pp/8/2nPP3/4B2P/PP3QP1/RN4K1 b - - 2 19,c4e3 f7g7 g8g7 f2f7,1525,75,98,2061,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/jQOmGSlh/black#38,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/jQOmGSlh""]
[Date ""2023.11.30""]
[Round ""?""]
[White ""chilenosky""]
[Black ""marceloduende""]
[Result ""1-0""]
[GameId ""jQOmGSlh""]
[UTCDate ""2023.11.30""]
[UTCTime ""15:09:06""]
[WhiteElo ""1861""]
[BlackElo ""1927""]
[WhiteRatingDiff ""+22""]
[BlackRatingDiff ""-7""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""C53""]
[Opening ""Italian Game: Classical Variation, La Bourdonnais Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 d6 5. d4 exd4 6. cxd4 Bb6 7. h3 h6 8. O-O
Nge7 9. Be3 O-O 10. Qd2 Kh7 11. Bd3 Rh8 12. Bc4 Kg8 13. Nh4 a6 14. f4 Kf8 15.
f5 Na5 16. Ng6+ Nxg6 17. fxg6 Nxc4 18. Rxf7+ Kg8 19. Qf2 Nxe3 1-0",38,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
vpejP,8/8/5P2/r7/8/4k1K1/4p3/7R w - - 1 50,f6f7 a5g5 g3h4 g5f5,2011,76,91,996,crushing endgame master masterVsMaster rookEndgame short,https://lichess.org/LOI07S5L#99,,"[Event ""GM Zhigalko Sergei Stream 3+0 Arena""]
[Site ""https://lichess.org/LOI07S5L""]
[Date ""2022.12.06""]
[Round ""?""]
[White ""Zhigalko_Sergei""]
[Black ""lovesomemama""]
[Result ""0-1""]
[GameId ""LOI07S5L""]
[UTCDate ""2022.12.06""]
[UTCTime ""18:36:23""]
[WhiteElo ""2708""]
[BlackElo ""2420""]
[WhiteRatingDiff ""-10""]
[BlackRatingDiff ""+10""]
[WhiteTitle ""GM""]
[BlackTitle ""IM""]
[BlackFideId ""14179156""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B00""]
[Opening ""Nimzowitsch Defense: Williams Variation""]
[Termination ""Time forfeit""]

1. e4 Nc6 2. Nf3 d6 3. d4 g6 4. Nc3 Bg7 5. Bb5 a6 6. Bxc6+ bxc6 7. O-O Nf6 8.
h3 O-O 9. Re1 Rb8 10. b3 c5 11. Bg5 cxd4 12. Nxd4 Bb7 13. Qd2 c5 14. Nf3 Qa5
15. Rad1 Rfc8 16. Re3 c4 17. e5 Bxf3 18. Rxf3 dxe5 19. Bxf6 Bxf6 20. Nd5 Qxd2
21. Rxd2 cxb3 22. axb3 Kg7 23. c4 e4 24. Rg3 Be5 25. Re3 f5 26. Nxe7 Bf4 27.
Nxc8 Bxe3 28. Rd7+ Kh6 29. fxe3 Rxc8 30. Rb7 a5 31. Kf2 a4 32. bxa4 Rxc4 33. a5
Rc2+ 34. Kg3 Re2 35. Rb3 Ra2 36. Rb5 Kg5 37. h4+ Kf6 38. Rb6+ Ke5 39. Ra6 Re2
40. Ra7 Rxe3+ 41. Kh2 Ra3 42. Rxh7 Rxa5 43. h5 gxh5 44. Rxh5 e3 45. g4 Ra2+ 46.
Kg3 Ke4 47. gxf5 e2 48. Rh1 Ke3 49. f6 Ra5 50. f7 0-1",99,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
OLcXQ,4r2k/1pQR2p1/p7/7p/5p2/1P3rqP/P5P1/5R1K w - - 0 33,f1f3 e8e1 f3f1 e1f1,973,81,94,726,endgame mate mateIn2 short,https://lichess.org/gIPp6WHJ#65,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/gIPp6WHJ""]
[Date ""2020.03.03""]
[Round ""?""]
[White ""Centauro123""]
[Black ""Syaifudin532""]
[Result ""0-1""]
[GameId ""gIPp6WHJ""]
[UTCDate ""2020.03.03""]
[UTCTime ""16:50:46""]
[WhiteElo ""1709""]
[BlackElo ""1804""]
[WhiteRatingDiff ""-4""]
[BlackRatingDiff ""+24""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""A00""]
[Opening ""Saragossa Opening""]
[Termination ""Normal""]

1. c3 d5 2. e3 e5 3. d4 e4 4. b3 Nc6 5. Ba3 Be7 6. Bxe7 Qxe7 7. Ne2 Nf6 8. Ng3
O-O 9. Be2 Be6 10. O-O a6 11. c4 Rad8 12. cxd5 Nxd5 13. Nxe4 f5 14. Nc5 Kh8 15.
Nxe6 Qxe6 16. Bf3 Nxe3 17. fxe3 Qxe3+ 18. Kh1 Rxd4 19. Qc2 Nb4 20. Qxc7 Nd3 21.
h3 Nf2+ 22. Kh2 f4 23. Na3 Nd3 24. Nc4 Qe6 25. Bg4 Qg6 26. Ne5 Nxe5 27. Qxe5
Re4 28. Qc7 h5 29. Bf3 Qg3+ 30. Kh1 Re3 31. Rad1 Rfe8 32. Rd7 Rxf3 33. Rxf3 0-1",65,0,False,2.0,50.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
